1,2000,"8,001","3,205,059.95",400.58,148,"4,730,288.41","31,961.41","8,149","7,935,348.36",973.78
2,2000,"9,909","3,567,370.52",360.01,245,"12,607,962.50","51,461.07","10,154","16,175,333.02","1,593.00"
3,2000,"10,389","2,821,739.38",271.61,97,"3,094,197.21","31,898.94","10,486","5,915,936.59",564.17
4,2000,"10,869","3,425,158.76",315.13,87,"2,194,651.12","25,225.87","10,956","5,619,809.88",512.94
5,2000,"14,321","4,395,553.77",306.93,240,"5,427,934.05","22,616.39","14,561","9,823,487.82",674.64
6,2000,"11,071","3,366,132.21",304.05,171,"5,715,486.11","33,423.90","11,242","9,081,618.32",807.83
7,2000,"8,960","3,883,303.66",433.40,207,"6,436,735.19","31,095.34","9,167","10,320,038.85","1,125.78"
8,2000,"3,939","2,062,795.75",523.69,233,"7,149,130.68","30,682.96","4,172","9,211,926.43","2,208.04"
9,2000,"8,067","2,836,868.01",351.66,118,"2,739,060.44","23,212.38","8,185","5,575,928.45",681.24
10,2000,"8,862","3,174,900.50",358.26,151,"4,727,567.51","31,308.39","9,013","7,902,468.01",876.79
11,2000,"10,543","3,691,579.18",350.15,143,"6,087,812.56","42,572.12","10,686","9,779,391.74",915.16
12,2000,"8,989","3,245,173.21",361.02,148,"3,406,889.76","23,019.53","9,137","6,652,062.97",728.04
13,2000,"8,152","2,462,327.65",302.05,66,"1,785,840.13","27,058.18","8,218","4,248,167.78",516.93
14,2000,"3,236","2,063,165.67",637.57,114,"2,821,457.41","24,749.63","3,350","4,884,623.08","1,458.10"
15,2000,"11,275","4,484,968.21",397.78,175,"3,976,573.18","22,723.28","11,450","8,461,541.39",739.00
16,2000,"8,030","2,935,912.02",365.62,89,"1,598,742.85","17,963.40","8,119","4,534,654.87",558.52
17,2000,"6,501","2,546,205.08",391.66,46,"431,529.17","9,381.07","6,547","2,977,734.25",454.82
18,2000,"2,596","1,402,932.34",540.42,64,"2,232,576.68","34,884.01","2,660","3,635,509.02","1,366.73"
19,2000,"3,450","1,846,965.17",535.35,65,"1,757,347.43","27,036.11","3,515","3,604,312.60","1,025.41"
20,2000,"4,271","3,890,044.20",910.80,375,"9,032,300.48","24,086.13","4,646","12,922,344.68","2,781.39"
21,2000,"7,043","3,096,088.00",439.60,116,"2,123,911.99","18,309.59","7,159","5,219,999.99",729.15
22,2000,"4,316","2,493,404.86",577.71,220,"4,410,367.44","20,047.12","4,536","6,903,772.30","1,522.00"
23,2000,"11,695","3,526,996.38",301.58,148,"3,908,334.40","26,407.66","11,843","7,435,330.78",627.82
24,2000,"10,734","3,675,180.44",342.39,124,"3,316,169.37","26,743.30","10,858","6,991,349.81",643.89
25,2000,"10,511","4,875,388.40",463.84,140,"3,220,184.49","23,001.32","10,651","8,095,572.89",760.08
26,2000,"4,986","1,469,528.74",294.73,185,"7,520,206.14","40,649.76","5,171","8,989,734.88","1,738.49"
27,2000,"3,542","2,755,854.55",778.05,395,"13,212,781.65","33,450.08","3,937","15,968,636.20","4,056.04"
28,2000,"2,102","1,611,191.79",766.50,304,"12,809,217.54","42,135.58","2,406","14,420,409.33","5,993.52"
29,2000,"8,954","2,539,488.22",283.61,77,"1,700,882.36","22,089.38","9,031","4,240,370.58",469.53
30,2000,"3,769","2,047,148.66",543.15,79,"2,480,385.05","31,397.28","3,848","4,527,533.71","1,176.59"
31,2000,"10,582","3,067,303.26",289.86,86,"3,432,887.87","39,917.30","10,668","6,500,191.13",609.32
32,2000,"5,058","2,063,263.01",407.92,68,"1,200,986.48","17,661.57","5,126","3,264,249.49",636.80
33,2000,"6,924","2,406,653.15",347.58,139,"4,764,942.80","34,280.16","7,063","7,171,595.95","1,015.38"
34,2000,"7,016","2,500,717.68",356.43,225,"5,447,031.72","24,209.03","7,241","7,947,749.40","1,097.60"
35,2000,"10,039","3,290,976.88",327.82,143,"4,155,143.64","29,056.95","10,182","7,446,120.52",731.30
36,2000,"11,588","3,295,532.79",284.39,97,"2,732,508.34","28,170.19","11,685","6,028,041.13",515.88
37,2000,"12,872","4,346,878.90",337.70,201,"7,807,391.29","38,842.74","13,073","12,154,270.19",929.72
38,2000,"10,098","3,144,489.27",311.40,151,"4,587,831.57","30,382.99","10,249","7,732,320.84",754.45
39,2000,"8,211","3,446,169.21",419.70,96,"3,443,096.61","35,865.59","8,307","6,889,265.82",829.33
40,2000,"7,849","3,018,119.26",384.52,133,"3,873,348.37","29,122.92","7,982","6,891,467.63",863.38
41,2000,"13,500","5,254,697.14",389.24,154,"3,836,733.65","24,913.85","13,654","9,091,430.79",665.84
42,2000,"10,083","4,288,385.32",425.31,113,"3,034,294.41","26,852.16","10,196","7,322,679.73",718.19
43,2000,"8,715","2,743,570.84",314.81,104,"2,945,428.69","28,321.43","8,819","5,688,999.53",645.08
44,2000,"14,493","4,484,791.72",309.45,58,"1,502,354.03","25,902.66","14,551","5,987,145.75",411.46
1,2001,"8,051","3,982,505.48",494.66,148,"5,137,828.92","34,715.06","8,199","9,120,334.40","1,112.37"
2,2001,"9,998","4,335,026.95",433.59,242,"13,222,408.19","54,638.05","10,240","17,557,435.14","1,714.59"
3,2001,"10,391","3,521,972.06",338.94,98,"3,269,956.77","33,366.91","10,489","6,791,928.83",647.53
4,2001,"10,896","4,218,445.20",387.16,87,"2,763,154.30","31,760.39","10,983","6,981,599.50",635.67
5,2001,"14,340","5,369,122.73",374.42,248,"5,778,688.49","23,301.16","14,588","11,147,811.22",764.18
6,2001,"11,251","4,353,744.50",386.97,171,"6,363,879.78","37,215.67","11,422","10,717,624.28",938.33
7,2001,"8,983","4,266,214.24",474.92,204,"6,917,241.70","33,908.05","9,187","11,183,455.94","1,217.31"
8,2001,"3,943","2,227,012.66",564.80,234,"8,186,967.04","34,987.04","4,177","10,413,979.70","2,493.17"
9,2001,"8,091","3,016,090.27",372.77,120,"3,132,450.01","26,103.75","8,211","6,148,540.28",748.82
10,2001,"8,877","3,349,336.72",377.31,154,"5,255,673.27","34,127.75","9,031","8,605,009.99",952.83
11,2001,"10,976","3,976,244.28",362.27,145,"7,013,373.19","48,368.09","11,121","10,989,617.47",988.19
12,2001,"9,187","3,408,009.87",370.96,154,"4,331,184.60","28,124.58","9,341","7,739,194.47",828.52
13,2001,"8,199","2,855,653.43",348.29,67,"1,951,874.25","29,132.45","8,266","4,807,527.68",581.60
14,2001,"3,355","2,209,854.06",658.67,114,"3,035,546.36","26,627.60","3,469","5,245,400.42","1,512.08"
15,2001,"11,341","4,655,013.85",410.46,175,"4,222,881.71","24,130.75","11,516","8,877,895.56",770.92
16,2001,"8,218","3,281,419.25",399.30,91,"1,906,024.72","20,945.33","8,309","5,187,443.97",624.32
17,2001,"6,631","2,741,221.43",413.39,45,"543,347.07","12,074.38","6,676","3,284,568.50",492.00
18,2001,"2,721","1,696,694.63",623.56,62,"2,075,908.65","33,482.40","2,783","3,772,603.28","1,355.59"
19,2001,"3,593","2,229,859.27",620.61,65,"1,949,654.69","29,994.69","3,658","4,179,513.96","1,142.57"
20,2001,"4,338","4,163,582.89",959.79,378,"9,270,112.71","24,524.11","4,716","13,433,695.60","2,848.54"
21,2001,"7,088","3,404,241.99",480.28,117,"2,104,340.59","17,985.82","7,205","5,508,582.58",764.55
22,2001,"4,452","2,992,594.81",672.19,222,"4,831,411.16","21,763.11","4,674","7,824,005.97","1,673.94"
23,2001,"11,825","3,726,867.84",315.17,149,"4,598,113.35","30,859.82","11,974","8,324,981.19",695.25
24,2001,"10,748","3,894,799.43",362.37,124,"4,003,328.08","32,284.90","10,872","7,898,127.51",726.47
25,2001,"10,598","5,435,196.02",512.85,146,"3,720,898.28","25,485.60","10,744","9,156,094.30",852.21
26,2001,"5,085","1,806,286.49",355.22,187,"7,590,589.95","40,591.39","5,272","9,396,876.44","1,782.41"
27,2001,"3,606","3,232,145.02",896.32,397,"14,586,586.20","36,742.03","4,003","17,818,731.22","4,451.34"
28,2001,"2,152","1,811,014.53",841.55,306,"13,317,236.79","43,520.38","2,458","15,128,251.32","6,154.70"
29,2001,"9,000","2,843,662.34",315.96,77,"1,610,139.61","20,910.90","9,077","4,453,801.95",490.67
30,2001,"3,944","2,275,112.21",576.85,80,"3,037,848.50","37,973.11","4,024","5,312,960.71","1,320.32"
31,2001,"10,764","3,114,919.49",289.38,86,"3,471,284.72","40,363.78","10,850","6,586,204.21",607.02
32,2001,"5,310","2,442,112.63",459.91,70,"1,532,422.81","21,891.75","5,380","3,974,535.44",738.76
33,2001,"6,924","2,515,765.46",363.34,140,"5,799,967.78","41,428.34","7,064","8,315,733.24","1,177.20"
34,2001,"7,083","2,735,779.05",386.25,228,"6,192,886.44","27,161.78","7,311","8,928,665.49","1,221.26"
35,2001,"10,149","3,546,581.75",349.45,148,"4,266,433.70","28,827.25","10,297","7,813,015.45",758.77
36,2001,"11,634","3,749,972.70",322.33,100,"2,920,641.33","29,206.41","11,734","6,670,614.03",568.49
37,2001,"12,887","4,721,186.00",366.35,206,"7,392,671.64","35,886.76","13,093","12,113,857.64",925.22
38,2001,"10,191","3,688,273.46",361.91,155,"4,859,368.55","31,350.76","10,346","8,547,642.01",826.18
39,2001,"8,260","3,796,278.60",459.60,96,"3,600,344.00","37,503.58","8,356","7,396,622.60",885.19
40,2001,"8,159","3,380,221.02",414.29,130,"4,376,502.91","33,665.41","8,289","7,756,723.93",935.79
41,2001,"13,519","5,980,259.09",442.36,157,"4,466,534.04","28,449.26","13,676","10,446,793.13",763.88
42,2001,"10,374","5,014,602.03",483.38,110,"3,288,797.05","29,898.16","10,484","8,303,399.08",792.01
43,2001,"8,743","3,309,385.92",378.52,105,"3,564,434.76","33,947.00","8,848","6,873,820.68",776.88
44,2001,"14,752","5,382,330.58",364.85,60,"1,466,866.20","24,447.77","14,812","6,849,196.78",462.41
1,2002,"8,064","3,991,847.99",495.02,147,"4,604,384.49","31,322.34","8,211","8,596,232.48","1,046.92"
2,2002,"10,054","4,362,157.28",433.87,243,"12,598,106.17","51,844.06","10,297","16,960,263.45","1,647.11"
3,2002,"10,459","3,581,242.08",342.41,100,"3,255,895.48","32,558.95","10,559","6,837,137.56",647.52
4,2002,"10,932","4,347,650.55",397.70,88,"2,804,323.89","31,867.32","11,020","7,151,974.44",649.00
5,2002,"14,394","5,472,375.40",380.18,249,"5,750,379.57","23,093.89","14,643","11,222,754.97",766.42
6,2002,"11,300","4,429,326.04",391.98,172,"6,848,733.59","39,818.22","11,472","11,278,059.63",983.09
7,2002,"8,986","4,223,519.43",470.01,201,"6,288,497.67","31,286.06","9,187","10,512,017.10","1,144.23"
8,2002,"3,947","2,211,667.03",560.34,231,"7,902,716.04","34,210.89","4,178","10,114,383.07","2,420.87"
9,2002,"8,107","2,980,711.31",367.67,119,"2,755,096.80","23,152.07","8,226","5,735,808.11",697.28
10,2002,"8,893","3,355,013.90",377.26,154,"5,040,297.61","32,729.21","9,047","8,395,311.51",927.97
11,2002,"11,171","3,902,078.95",349.30,143,"7,017,162.89","49,071.07","11,314","10,919,241.84",965.11
12,2002,"9,289","3,403,617.51",366.41,156,"4,307,251.58","27,610.59","9,445","7,710,869.09",816.40
13,2002,"8,362","2,838,445.72",339.45,69,"2,008,038.91","29,102.01","8,431","4,846,484.63",574.84
14,2002,"3,530","2,253,768.74",638.46,115,"3,110,460.18","27,047.48","3,645","5,364,228.92","1,471.67"
15,2002,"11,352","4,734,816.73",417.09,171,"3,928,374.31","22,972.95","11,523","8,663,191.04",751.82
16,2002,"8,450","3,390,932.55",401.29,94,"1,864,813.17","19,838.44","8,544","5,255,745.72",615.14
17,2002,"6,896","2,787,302.36",404.19,42,"494,924.91","11,783.93","6,938","3,282,227.27",473.08
18,2002,"3,005","1,682,642.76",559.95,60,"2,137,004.60","35,616.74","3,065","3,819,647.36","1,246.21"
19,2002,"3,778","2,198,579.10",581.94,67,"2,737,181.85","40,853.46","3,845","4,935,760.95","1,283.68"
20,2002,"4,456","4,163,916.26",934.45,387,"10,038,725.46","25,939.86","4,843","14,202,641.72","2,932.61"
21,2002,"7,184","3,415,673.22",475.46,116,"2,261,338.13","19,494.29","7,300","5,677,011.35",777.67
22,2002,"4,568","2,965,098.92",649.10,230,"5,050,478.66","21,958.60","4,798","8,015,577.58","1,670.61"
23,2002,"11,880","3,753,646.87",315.96,157,"4,905,792.55","31,247.09","12,037","8,659,439.42",719.40
24,2002,"10,752","3,870,399.77",359.97,120,"3,304,821.54","27,540.18","10,872","7,175,221.31",659.97
25,2002,"10,742","5,481,161.93",510.26,146,"2,696,010.53","18,465.83","10,888","8,177,172.46",751.03
26,2002,"5,143","1,833,365.20",356.48,186,"7,452,788.93","40,068.76","5,329","9,286,154.13","1,742.57"
27,2002,"3,713","3,184,732.17",857.72,403,"14,393,689.65","35,716.35","4,116","17,578,421.82","4,270.75"
28,2002,"2,200","1,749,713.04",795.32,307,"13,597,221.75","44,290.62","2,507","15,346,934.79","6,121.63"
29,2002,"9,094","2,757,511.02",303.22,78,"1,734,765.31","22,240.58","9,172","4,492,276.33",489.78
30,2002,"4,140","2,270,803.15",548.50,79,"2,852,228.64","36,104.16","4,219","5,123,031.79","1,214.28"
31,2002,"10,816","3,185,277.43",294.50,86,"4,205,765.12","48,904.25","10,902","7,391,042.55",677.95
32,2002,"5,723","2,490,761.48",435.22,71,"1,649,786.16","23,236.42","5,794","4,140,547.64",714.63
33,2002,"6,993","2,553,483.20",365.15,138,"5,537,763.71","40,128.72","7,131","8,091,246.91","1,134.66"
34,2002,"7,198","2,685,148.39",373.04,224,"6,182,697.42","27,601.33","7,422","8,867,845.81","1,194.81"
35,2002,"10,170","3,527,503.75",346.85,148,"4,531,846.35","30,620.58","10,318","8,059,350.10",781.10
36,2002,"11,699","3,695,356.95",315.87,100,"2,691,833.94","26,918.34","11,799","6,387,190.89",541.33
37,2002,"12,883","4,645,528.99",360.59,207,"7,108,095.29","34,338.62","13,090","11,753,624.28",897.91
38,2002,"10,203","3,609,298.85",353.75,155,"4,877,680.41","31,468.91","10,358","8,486,979.26",819.36
39,2002,"8,428","3,850,406.49",456.86,96,"3,753,311.44","39,096.99","8,524","7,603,717.93",892.04
40,2002,"8,276","3,426,396.43",414.02,131,"4,388,893.51","33,503.00","8,407","7,815,289.94",929.62
41,2002,"13,573","6,101,758.88",449.55,157,"4,681,997.95","29,821.64","13,730","10,783,756.83",785.42
42,2002,"10,499","5,112,243.85",486.93,108,"3,199,603.09","29,625.95","10,607","8,311,846.94",783.62
43,2002,"8,761","3,258,437.38",371.93,104,"3,562,797.20","34,257.67","8,865","6,821,234.58",769.46
44,2002,"14,918","5,491,161.23",368.09,61,"1,694,268.61","27,774.90","14,979","7,185,429.84",479.70
1,2003,"8,070","3,779,492.76",468.34,151,"4,813,637.15","31,878.39","8,221","8,593,129.91","1,045.27"
2,2003,"10,064","4,135,291.27",410.90,246,"11,851,450.30","48,176.63","10,310","15,986,741.57","1,550.61"
3,2003,"10,468","3,307,145.22",315.93,101,"3,256,852.31","32,246.06","10,569","6,563,997.53",621.06
4,2003,"10,960","3,975,470.58",362.73,88,"2,603,151.28","29,581.26","11,048","6,578,621.86",595.46
5,2003,"14,536","5,136,071.23",353.33,252,"6,226,458.58","24,708.17","14,788","11,362,529.81",768.36
6,2003,"11,495","4,209,286.45",366.18,172,"5,224,753.37","30,376.47","11,667","9,434,039.82",808.61
7,2003,"9,080","3,968,846.72",437.10,194,"5,747,115.76","29,624.31","9,274","9,715,962.48","1,047.66"
8,2003,"3,953","2,066,471.83",522.76,231,"6,965,466.59","30,153.54","4,184","9,031,938.42","2,158.69"
9,2003,"8,118","2,899,710.56",357.20,121,"2,331,906.66","19,271.96","8,239","5,231,617.22",634.98
10,2003,"8,925","3,221,721.68",360.98,155,"4,891,485.55","31,557.97","9,080","8,113,207.23",893.53
11,2003,"11,208","3,747,253.83",334.34,141,"6,972,319.96","49,449.08","11,349","10,719,573.79",944.54
12,2003,"9,362","3,232,269.70",345.25,154,"3,452,954.74","22,421.78","9,516","6,685,224.44",702.52
13,2003,"8,524","2,722,073.88",319.34,69,"1,955,981.52","28,347.56","8,593","4,678,055.40",544.40
14,2003,"3,711","2,200,571.20",592.99,116,"2,836,717.48","24,454.46","3,827","5,037,288.68","1,316.25"
15,2003,"11,374","4,485,455.00",394.36,176,"3,140,655.97","17,844.64","11,550","7,626,110.97",660.27
16,2003,"8,672","3,283,330.78",378.61,94,"1,908,539.56","20,303.61","8,766","5,191,870.34",592.27
17,2003,"7,114","2,736,032.46",384.60,45,"510,394.06","11,342.09","7,159","3,246,426.52",453.47
18,2003,"3,211","1,667,171.35",519.21,60,"1,953,582.09","32,559.70","3,271","3,620,753.44","1,106.93"
19,2003,"4,071","2,267,930.34",557.09,69,"2,428,361.92","35,193.65","4,140","4,696,292.26","1,134.37"
20,2003,"4,620","4,059,475.19",878.67,394,"9,678,847.82","24,565.60","5,014","13,738,323.01","2,739.99"
21,2003,"7,265","3,220,803.33",443.33,118,"2,593,544.72","21,979.19","7,383","5,814,348.05",787.53
22,2003,"4,722","2,825,103.05",598.29,231,"5,030,586.03","21,777.43","4,953","7,855,689.08","1,586.05"
23,2003,"11,933","3,627,606.24",304.00,165,"5,639,752.75","34,180.32","12,098","9,267,358.99",766.02
24,2003,"10,755","3,761,940.10",349.79,126,"3,680,262.88","29,208.44","10,881","7,442,202.98",683.96
25,2003,"10,868","5,200,685.49",478.53,145,"3,099,280.81","21,374.35","11,013","8,299,966.30",753.65
26,2003,"5,152","1,751,729.13",340.01,189,"6,757,987.31","35,756.55","5,341","8,509,716.44","1,593.28"
27,2003,"3,808","2,989,323.71",785.01,407,"13,556,832.16","33,309.17","4,215","16,546,155.87","3,925.54"
28,2003,"2,278","1,633,035.65",716.87,308,"12,540,418.30","40,715.64","2,586","14,173,453.95","5,480.84"
29,2003,"9,176","2,610,976.77",284.54,78,"1,460,402.28","18,723.11","9,254","4,071,379.05",439.96
30,2003,"4,336","2,146,093.10",494.95,78,"2,559,957.54","32,819.97","4,414","4,706,050.64","1,066.16"
31,2003,"10,840","2,971,923.83",274.16,86,"2,476,928.96","28,801.50","10,926","5,448,852.79",498.71
32,2003,"6,018","2,431,887.22",404.10,72,"1,957,529.49","27,187.91","6,090","4,389,416.71",720.76
33,2003,"7,019","2,426,142.89",345.65,140,"5,124,463.58","36,603.31","7,159","7,550,606.47","1,054.70"
34,2003,"7,339","2,547,997.98",347.19,220,"5,258,652.13","23,902.96","7,559","7,806,650.11","1,032.76"
35,2003,"10,185","3,372,911.88",331.16,147,"4,253,265.70","28,933.78","10,332","7,626,177.58",738.11
36,2003,"11,702","3,474,978.09",296.96,98,"2,499,742.79","25,507.58","11,800","5,974,720.88",506.33
37,2003,"13,029","4,325,481.55",331.99,205,"7,014,625.36","34,217.68","13,234","11,340,106.91",856.89
38,2003,"10,197","3,316,702.13",325.26,156,"4,849,064.13","31,083.74","10,353","8,165,766.26",788.73
39,2003,"8,498","3,800,482.49",447.22,95,"2,834,500.78","29,836.85","8,593","6,634,983.27",772.14
40,2003,"8,289","3,278,722.41",395.55,134,"4,243,181.28","31,665.53","8,423","7,521,903.69",893.02
41,2003,"13,664","5,892,167.58",431.22,158,"4,312,683.88","27,295.47","13,822","10,204,851.46",738.30
42,2003,"11,784","5,073,555.14",430.55,109,"3,084,193.41","28,295.35","11,893","8,157,748.55",685.93
43,2003,"8,764","2,975,711.15",339.54,104,"3,202,464.04","30,792.92","8,868","6,178,175.19",696.68
44,2003,"15,052","5,160,202.73",342.83,62,"1,614,520.63","26,040.66","15,114","6,774,723.36",448.24
1,2004,"8,077","3,551,394.98",439.69,153,"4,835,983.76","31,607.74","8,230","8,387,378.74","1,019.12"
2,2004,"10,078","3,954,258.78",392.37,244,"10,341,675.85","42,383.92","10,322","14,295,934.63","1,385.00"
3,2004,"10,484","3,163,690.48",301.76,102,"3,114,784.24","30,537.10","10,586","6,278,474.72",593.09
4,2004,"11,021","3,842,080.25",348.61,88,"2,506,535.00","28,483.35","11,109","6,348,615.25",571.48
5,2004,"14,596","4,975,118.01",340.85,250,"6,376,324.06","25,505.30","14,846","11,351,442.07",764.61
6,2004,"11,654","4,072,181.84",349.42,173,"6,502,211.40","37,585.04","11,827","10,574,393.24",894.09
7,2004,"9,081","3,882,283.92",427.52,194,"7,594,950.23","39,149.23","9,275","11,477,234.15","1,237.44"
8,2004,"3,966","1,961,138.79",494.49,233,"7,896,086.87","33,888.78","4,199","9,857,225.66","2,347.52"
9,2004,"8,126","2,757,895.16",339.39,119,"2,831,404.51","23,793.32","8,245","5,589,299.67",677.90
10,2004,"8,943","3,207,726.30",358.69,156,"5,136,071.33","32,923.53","9,099","8,343,797.63",917.00
11,2004,"11,220","3,730,042.87",332.45,139,"6,976,651.24","50,191.74","11,359","10,706,694.11",942.57
12,2004,"9,382","3,261,225.14",347.60,150,"2,960,770.17","19,738.47","9,532","6,221,995.31",652.75
13,2004,"8,657","2,792,576.61",322.58,69,"3,052,492.81","44,239.03","8,726","5,845,069.42",669.85
14,2004,"3,830","2,259,925.35",590.06,118,"3,775,892.41","31,999.09","3,948","6,035,817.76","1,528.83"
15,2004,"11,406","4,422,035.19",387.69,174,"4,035,463.57","23,192.32","11,580","8,457,498.76",730.35
16,2004,"8,951","3,334,183.36",372.49,96,"1,765,335.40","18,388.91","9,047","5,099,518.76",563.67
17,2004,"7,255","2,780,242.68",383.22,46,"500,806.37","10,887.10","7,301","3,281,049.05",449.40
18,2004,"3,308","1,658,752.26",501.44,59,"2,095,813.00","35,522.25","3,367","3,754,565.26","1,115.11"
19,2004,"4,233","2,285,534.58",539.93,72,"1,502,300.96","20,865.29","4,305","3,787,835.54",879.87
20,2004,"4,742","4,003,575.52",844.28,400,"10,066,699.90","25,166.75","5,142","14,070,275.42","2,736.34"
21,2004,"7,315","3,190,057.33",436.10,118,"2,154,013.95","18,254.36","7,433","5,344,071.28",718.97
22,2004,"4,858","2,913,362.86",599.70,235,"5,563,522.27","23,674.56","5,093","8,476,885.13","1,664.42"
23,2004,"12,008","3,551,419.90",295.75,169,"5,276,809.15","31,223.72","12,177","8,828,229.05",724.99
24,2004,"10,748","3,579,613.35",333.05,129,"4,903,887.97","38,014.64","10,877","8,483,501.32",779.95
25,2004,"11,009","5,153,584.60",468.12,144,"3,046,820.02","21,158.47","11,153","8,200,404.62",735.26
26,2004,"5,158","1,715,407.80",332.57,190,"7,033,713.61","37,019.55","5,348","8,749,121.41","1,635.96"
27,2004,"3,894","3,097,787.24",795.53,414,"12,663,124.03","30,587.26","4,308","15,760,911.27","3,658.52"
28,2004,"2,312","1,626,008.59",703.29,310,"13,051,018.69","42,100.06","2,622","14,677,027.28","5,597.65"
29,2004,"9,256","2,554,390.50",275.97,77,"1,332,960.10","17,311.17","9,333","3,887,350.60",416.52
30,2004,"4,519","2,153,146.01",476.47,79,"2,711,422.60","34,321.81","4,598","4,864,568.61","1,057.97"
31,2004,"10,877","2,850,611.11",262.08,86,"2,138,623.23","24,867.71","10,963","4,989,234.34",455.10
32,2004,"6,258","2,450,414.59",391.57,73,"1,984,202.93","27,180.86","6,331","4,434,617.52",700.46
33,2004,"7,023","2,291,226.28",326.25,141,"4,236,168.17","30,043.75","7,164","6,527,394.45",911.14
34,2004,"7,374","2,503,326.80",339.48,225,"5,486,505.04","24,384.47","7,599","7,989,831.84","1,051.43"
